# imp trace 監査 (生成: 2026-05-02T16:52:53+09:00)
# ID 数: 718
# 動機: grep ベース coverage が「ID 直引用しない」性質で低スコアになる問題への補正
# 列定義:
#   direct        = src/infra/deploy/tools/examples で ID 直接 grep ヒット (coverage と重複)
#   verify        = infra/security/, infra/observability/, deploy/rollouts/, ops/, tests/{contract,e2e,fuzz} 内の ID 引用
#   cocited_fr    = ID 言及 docs に同居する FR-T1-* のうち、impl_refs>0 の件数
#   cocited_adr   = ID 言及 docs に同居する ADR-* のうち、impl_refs>0 の件数
#   trace_status  = どの経路で reach できるかの集約

id | direct | verify | cocited_fr | cocited_adr | trace_status
IMP-CI-BP-073 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-BP-074 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CI-BP-075 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-BP-076 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-BP-077 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-BP-078 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-040 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-041 | 0 | 0 | 0 | 10 | reach(via-adr)
IMP-CI-HAR-042 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-043 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-044 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-045 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-046 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-047 | 0 | 0 | 0 | 11 | reach(via-adr)
IMP-CI-HAR-048 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-049 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-050 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-051 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-052 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-HAR-100 | 1 | 0 | 0 | 0 | reach(direct)
IMP-CI-LCDT-080 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-LCDT-081 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-LCDT-082 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-LCDT-083 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-LCDT-084 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-MR-001 | 0 | 0 | 0 | 0 | unreached
IMP-CI-MR-002 | 3 | 0 | 0 | 0 | reach(direct)
IMP-CI-MR-003 | 0 | 0 | 0 | 0 | unreached
IMP-CI-MR-004 | 0 | 0 | 0 | 0 | unreached
IMP-CI-MR-005 | 0 | 0 | 0 | 0 | unreached
IMP-CI-MR-006 | 5 | 0 | 0 | 0 | reach(direct)
IMP-CI-PF-030 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-PF-031 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CI-PF-032 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-PF-033 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-PF-034 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-PF-035 | 2 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CI-PF-036 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-PF-037 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-PF-038 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-POL-001 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-POL-002 | 0 | 0 | 0 | 7 | reach(via-adr)
IMP-CI-POL-003 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CI-POL-004 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CI-POL-005 | 0 | 0 | 0 | 10 | reach(via-adr)
IMP-CI-POL-006 | 0 | 0 | 0 | 7 | reach(via-adr)
IMP-CI-POL-007 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CI-POL-008 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-POL-009 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-CI-QG-060 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-061 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-062 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-063 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-064 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-065 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-066 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-067 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-QG-068 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-010 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-011 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CI-RWF-012 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-013 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CI-RWF-014 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-015 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-016 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CI-RWF-017 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-018 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CI-RWF-019 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-020 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CI-RWF-021 | 2 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CI-RWF-022 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-010 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-011 | 0 | 0 | 0 | 6 | reach(via-adr)
IMP-CODEGEN-BUF-012 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-013 | 0 | 0 | 0 | 7 | reach(via-adr)
IMP-CODEGEN-BUF-014 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-015 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-016 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-017 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-BUF-018 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-040 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CODEGEN-GLD-041 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-042 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-043 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-044 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-045 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-046 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-047 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-GLD-048 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-020 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-021 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-022 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-023 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-024 | 0 | 0 | 0 | 7 | reach(via-adr)
IMP-CODEGEN-OAS-025 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-026 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-027 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-OAS-028 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-POL-001 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-POL-002 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CODEGEN-POL-003 | 0 | 0 | 0 | 7 | reach(via-adr)
IMP-CODEGEN-POL-004 | 0 | 0 | 0 | 6 | reach(via-adr)
IMP-CODEGEN-POL-005 | 1 | 0 | 0 | 8 | reach(direct+via-adr)
IMP-CODEGEN-POL-006 | 1 | 0 | 0 | 10 | reach(direct+via-adr)
IMP-CODEGEN-POL-007 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-CODEGEN-POL-008 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-POL-009 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-CODEGEN-SCF-030 | 8 | 0 | 1 | 39 | reach(direct+via-fr+via-adr)
IMP-CODEGEN-SCF-031 | 2 | 0 | 1 | 39 | reach(direct+via-fr+via-adr)
IMP-CODEGEN-SCF-032 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CODEGEN-SCF-033 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CODEGEN-SCF-034 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-CODEGEN-SCF-035 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-SCF-036 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-SCF-037 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-CODEGEN-SCF-038 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEP-LIC-030 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEP-LIC-031 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-LIC-032 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-LIC-033 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-LIC-034 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-LIC-035 | 0 | 0 | 0 | 3 | reach(via-adr)
IMP-DEP-LIC-036 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-LIC-037 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-POL-001 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEP-POL-002 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEP-POL-003 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DEP-POL-004 | 0 | 0 | 0 | 3 | reach(via-adr)
IMP-DEP-POL-005 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEP-POL-006 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEP-POL-007 | 0 | 0 | 0 | 3 | reach(via-adr)
IMP-DEP-REN-010 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEP-REN-011 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-012 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-013 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-014 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-015 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-016 | 0 | 0 | 0 | 3 | reach(via-adr)
IMP-DEP-REN-017 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-018 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-REN-019 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-020 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEP-SBM-021 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-022 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-023 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-024 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-025 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-026 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEP-SBM-027 | 0 | 0 | 0 | 2 | reach(via-adr)
IMP-DEV-BSN-040 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-BSN-041 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-BSN-042 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DEV-BSN-043 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-BSN-044 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-BSN-045 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DEV-BSN-046 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DEV-BSN-047 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-BSN-048 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DEV-BSN-049 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-DC-010 | 3 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEV-DC-011 | 0 | 0 | 0 | 9 | reach(via-adr)
IMP-DEV-DC-012 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-DC-013 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-DC-014 | 2 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEV-DC-015 | 3 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEV-DC-016 | 3 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEV-DC-017 | 1 | 0 | 0 | 30 | reach(direct+via-adr)
IMP-DEV-DC-018 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ENV-060 | 0 | 0 | 0 | 43 | reach(via-adr)
IMP-DEV-ENV-061 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ENV-062 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ENV-063 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ENV-064 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ENV-065 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-020 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-021 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-022 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DEV-GP-023 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-024 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-025 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-026 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-GP-027 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-050 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-051 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-052 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-053 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-054 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-055 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-056 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-057 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-ONB-058 | 0 | 0 | 0 | 9 | reach(via-adr)
IMP-DEV-ONB-059 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-POL-001 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-POL-002 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-POL-003 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-POL-004 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-POL-005 | 0 | 0 | 0 | 9 | reach(via-adr)
IMP-DEV-POL-006 | 6 | 0 | 13 | 43 | reach(direct+via-fr+via-adr)
IMP-DEV-POL-007 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-030 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-031 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DEV-SO-032 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-033 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-034 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-035 | 1 | 0 | 0 | 8 | reach(direct+via-adr)
IMP-DEV-SO-036 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-037 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DEV-SO-038 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DIR-COMM-111 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-COMM-112 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-COMM-113 | 11 | 0 | 0 | 5 | reach(direct+via-adr)
IMP-DIR-COMM-114 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-COMM-115 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-COMM-116 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-COMM-117 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-COMM-125 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-INFRA-071 | 0 | 0 | 0 | 13 | reach(via-adr)
IMP-DIR-INFRA-072 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-INFRA-073 | 1 | 0 | 1 | 40 | reach(direct+via-fr+via-adr)
IMP-DIR-INFRA-074 | 1 | 0 | 1 | 40 | reach(direct+via-fr+via-adr)
IMP-DIR-INFRA-075 | 4 | 0 | 0 | 15 | reach(direct+via-adr)
IMP-DIR-INFRA-076 | 5 | 3 | 0 | 14 | reach(direct+verify+via-adr)
IMP-DIR-INFRA-077 | 3 | 3 | 0 | 14 | reach(direct+verify+via-adr)
IMP-DIR-INFRA-078 | 3 | 0 | 1 | 40 | reach(direct+via-fr+via-adr)
IMP-DIR-INFRA-079 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-INFRA-083 | 0 | 0 | 0 | 0 | unreached
IMP-DIR-INFRA-087 | 0 | 0 | 0 | 0 | unreached
IMP-DIR-INFRA-090 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-OPS-091 | 0 | 0 | 0 | 15 | reach(via-adr)
IMP-DIR-OPS-092 | 3 | 0 | 1 | 39 | reach(direct+via-fr+via-adr)
IMP-DIR-OPS-093 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-OPS-094 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-OPS-095 | 0 | 0 | 0 | 10 | reach(via-adr)
IMP-DIR-OPS-096 | 0 | 0 | 0 | 14 | reach(via-adr)
IMP-DIR-OPS-097 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-OPS-098 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-OPS-110 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-ROOT-001 | 0 | 0 | 0 | 8 | reach(via-adr)
IMP-DIR-ROOT-002 | 9 | 0 | 1 | 39 | reach(direct+via-fr+via-adr)
IMP-DIR-ROOT-003 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-ROOT-004 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-ROOT-005 | 0 | 0 | 0 | 7 | reach(via-adr)
IMP-DIR-ROOT-006 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-ROOT-007 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-ROOT-008 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-ROOT-009 | 0 | 0 | 0 | 13 | reach(via-adr)
IMP-DIR-ROOT-010 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-ROOT-011 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-ROOT-012 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-ROOT-013 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-ROOT-020 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-126 | 0 | 0 | 0 | 12 | reach(via-adr)
IMP-DIR-SPARSE-127 | 3 | 0 | 0 | 9 | reach(direct+via-adr)
IMP-DIR-SPARSE-128 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-129 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-130 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-131 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-132 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-133 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DIR-SPARSE-145 | 0 | 0 | 0 | 5 | reach(via-adr)
IMP-DX-DORA-010 | 0 | 0 | 0 | 30 | reach(via-adr)
IMP-DX-DORA-011 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DX-DORA-012 | 0 | 0 | 0 | 1 | reach(via-adr)
IMP-DX-DORA-013 | 0 | 0 | 0 | 1 | reach(via-adr)
