# fr 軸 ID 網羅 + 3 段確認証跡 (生成: 2026-05-02T17:08:51+09:00)
# 走査: docs/03_要件定義, パターン: FR-T1-[A-Z]+-[0-9]+
# 列挙 ID 数: 50
# 走査範囲: docs / impl(src infra deploy tools examples) / tests(tests + src 内 test ファイル)
# SHIP_STATUS 動作証跡: docs/SHIP_STATUS.md 内で検証済 / 実機 / round-trip 等のキーワード共起
# 判定列は空欄。Claude は分類材料のみ提示、PASS / PARTIAL / FAIL の判定は人間が AUDIT.md で行う

id | docs_refs | impl_refs | test_refs | ship_verified_kw | classification_material
FR-T1-STATE-005 | 5 | 7 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-001 | 25 | 9 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-002 | 7 | 4 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-003 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
FR-T1-TELEMETRY-004 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
FR-T1-WORKFLOW-001 | 30 | 32 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-WORKFLOW-002 | 11 | 11 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
FR-T1-WORKFLOW-003 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
FR-T1-WORKFLOW-004 | 9 | 0 | 0 | 0 | docs-only (impl 不在)
FR-T1-WORKFLOW-005 | 8 | 0 | 0 | 0 | docs-only (impl 不在)

## 分類別集計
-      14 2-stage (docs+impl, no test/ship evidence)
-      22 3-stage-candidate (docs+impl+evidence)
-      14 docs-only (impl 不在)
