# ds trace 監査 (生成: 2026-05-02T14:42:55+09:00)
# ID 数: 1416
# 動機: grep ベース coverage が「ID 直引用しない」性質で低スコアになる問題への補正
# 列定義:
#   direct        = src/infra/deploy/tools/examples で ID 直接 grep ヒット (coverage と重複)
#   verify        = infra/security/, infra/observability/, deploy/rollouts/, ops/, tests/{contract,e2e,fuzz} 内の ID 引用
#   cocited_fr    = ID 言及 docs に同居する FR-T1-* のうち、impl_refs>0 の件数
#   cocited_adr   = ID 言及 docs に同居する ADR-* のうち、impl_refs>0 の件数
#   trace_status  = どの経路で reach できるかの集約

id | direct | verify | cocited_fr | cocited_adr | trace_status
DS-BUS-GOV-002 | 0 | 0 | 0 | 0 | unreached
DS-BUS-GOV-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-GOV-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-GOV-005 | 0 | 0 | 0 | 0 | unreached
DS-BUS-GOV-006 | 0 | 0 | 0 | 0 | unreached
DS-BUS-GOV-007 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LGL-001 | 0 | 0 | 15 | 2 | reach(via-fr+via-adr)
DS-BUS-LGL-002 | 0 | 0 | 15 | 2 | reach(via-fr+via-adr)
DS-BUS-LGL-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LGL-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LGL-005 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LGL-006 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LGL-007 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LIC-001 | 0 | 0 | 19 | 23 | reach(via-fr+via-adr)
DS-BUS-LIC-002 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LIC-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LIC-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LIC-005 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LIC-006 | 0 | 0 | 0 | 0 | unreached
DS-BUS-LIC-007 | 0 | 0 | 0 | 0 | unreached
DS-BUS-ONB-001 | 0 | 0 | 15 | 3 | reach(via-fr+via-adr)
DS-BUS-ONB-002 | 0 | 0 | 0 | 24 | reach(via-adr)
DS-BUS-ONB-003 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-BUS-ONB-004 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-BUS-ONB-005 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-BUS-ONB-006 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-BUS-SC-001 | 0 | 0 | 15 | 2 | reach(via-fr+via-adr)
DS-BUS-SC-002 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SC-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SC-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SC-005 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SC-006 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SC-007 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SUS-001 | 0 | 0 | 15 | 2 | reach(via-fr+via-adr)
DS-BUS-SUS-002 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SUS-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SUS-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SUS-005 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SUS-006 | 0 | 0 | 0 | 0 | unreached
DS-BUS-SUS-007 | 0 | 0 | 0 | 0 | unreached
DS-BUS-TRN-001 | 0 | 0 | 15 | 23 | reach(via-fr+via-adr)
DS-BUS-TRN-002 | 0 | 0 | 0 | 0 | unreached
DS-BUS-TRN-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-TRN-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-TRN-005 | 0 | 0 | 0 | 0 | unreached
DS-BUS-TRN-006 | 0 | 0 | 0 | 0 | unreached
DS-BUS-UX-001 | 0 | 0 | 15 | 2 | reach(via-fr+via-adr)
DS-BUS-UX-002 | 0 | 0 | 0 | 0 | unreached
DS-BUS-UX-003 | 0 | 0 | 0 | 0 | unreached
DS-BUS-UX-004 | 0 | 0 | 0 | 0 | unreached
DS-BUS-UX-005 | 0 | 0 | 0 | 0 | unreached
DS-CF-AUD-001 | 0 | 0 | 19 | 14 | reach(via-fr+via-adr)
DS-CF-AUD-002 | 2 | 0 | 20 | 6 | reach(direct+via-fr+via-adr)
DS-CF-AUD-003 | 0 | 0 | 18 | 6 | reach(via-fr+via-adr)
DS-CF-AUD-004 | 0 | 0 | 5 | 4 | reach(via-fr+via-adr)
DS-CF-AUD-005 | 0 | 0 | 7 | 5 | reach(via-fr+via-adr)
DS-CF-AUD-006 | 0 | 0 | 7 | 5 | reach(via-fr+via-adr)
DS-CF-AUD-007 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CF-AUD-008 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CF-AUD-009 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CF-AUD-010 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CF-AUD-011 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CF-AUD-012 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-001 | 0 | 0 | 16 | 23 | reach(via-fr+via-adr)
DS-CF-AUTH-002 | 0 | 0 | 1 | 5 | reach(via-fr+via-adr)
DS-CF-AUTH-003 | 0 | 0 | 6 | 5 | reach(via-fr+via-adr)
DS-CF-AUTH-004 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-005 | 0 | 0 | 15 | 5 | reach(via-fr+via-adr)
DS-CF-AUTH-006 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-007 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-008 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-009 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-010 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTH-011 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTHZ-001 | 0 | 0 | 17 | 23 | reach(via-fr+via-adr)
DS-CF-AUTHZ-002 | 0 | 0 | 16 | 5 | reach(via-fr+via-adr)
DS-CF-AUTHZ-003 | 0 | 0 | 5 | 5 | reach(via-fr+via-adr)
DS-CF-AUTHZ-004 | 0 | 0 | 4 | 5 | reach(via-fr+via-adr)
DS-CF-AUTHZ-005 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTHZ-006 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTHZ-007 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTHZ-008 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTHZ-009 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-AUTHZ-010 | 0 | 0 | 1 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-001 | 0 | 0 | 4 | 23 | reach(via-fr+via-adr)
DS-CF-CRYPT-002 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-003 | 0 | 0 | 20 | 15 | reach(via-fr+via-adr)
DS-CF-CRYPT-004 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-005 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-006 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-007 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-008 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-009 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-CRYPT-010 | 0 | 0 | 4 | 3 | reach(via-fr+via-adr)
DS-CF-ERR-001 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-002 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-003 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-004 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-005 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-006 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-007 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-008 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-009 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-ERR-010 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-CF-FM-001 | 0 | 0 | 19 | 23 | reach(via-fr+via-adr)
DS-CF-FM-002 | 0 | 0 | 17 | 5 | reach(via-fr+via-adr)
DS-CF-FM-003 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-004 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-005 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-006 | 0 | 0 | 16 | 4 | reach(via-fr+via-adr)
DS-CF-FM-007 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-008 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-009 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-010 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-FM-011 | 0 | 0 | 17 | 5 | reach(via-fr+via-adr)
DS-CF-FM-012 | 0 | 0 | 16 | 4 | reach(via-fr+via-adr)
DS-CF-FM-013 | 0 | 0 | 17 | 5 | reach(via-fr+via-adr)
DS-CF-FM-014 | 0 | 0 | 17 | 5 | reach(via-fr+via-adr)
DS-CF-FM-015 | 0 | 0 | 16 | 4 | reach(via-fr+via-adr)
DS-CF-LOG-001 | 0 | 0 | 19 | 23 | reach(via-fr+via-adr)
DS-CF-LOG-002 | 0 | 0 | 16 | 4 | reach(via-fr+via-adr)
DS-CF-LOG-003 | 0 | 0 | 3 | 23 | reach(via-fr+via-adr)
DS-CF-LOG-004 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-LOG-005 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-LOG-006 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-LOG-007 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-LOG-008 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-LOG-009 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-LOG-010 | 0 | 0 | 3 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-001 | 0 | 0 | 16 | 24 | reach(via-fr+via-adr)
DS-CF-METRIC-002 | 0 | 0 | 1 | 23 | reach(via-fr+via-adr)
DS-CF-METRIC-003 | 0 | 0 | 16 | 7 | reach(via-fr+via-adr)
DS-CF-METRIC-004 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-005 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-006 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-007 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-008 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-009 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-METRIC-010 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-001 | 0 | 0 | 16 | 24 | reach(via-fr+via-adr)
DS-CF-TRACE-002 | 0 | 0 | 1 | 23 | reach(via-fr+via-adr)
DS-CF-TRACE-003 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-004 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-005 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-006 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-007 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-008 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-009 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CF-TRACE-010 | 0 | 0 | 1 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-001 | 0 | 0 | 20 | 23 | reach(via-fr+via-adr)
DS-CTRL-IDEM-002 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-003 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-004 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-005 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-006 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-007 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-008 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-009 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-010 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-011 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-012 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-013 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-IDEM-014 | 0 | 0 | 4 | 2 | reach(via-fr+via-adr)
DS-CTRL-MSG-001 | 0 | 0 | 17 | 23 | reach(via-fr+via-adr)
DS-CTRL-MSG-002 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-003 | 0 | 0 | 17 | 4 | reach(via-fr+via-adr)
DS-CTRL-MSG-004 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-005 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-006 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-007 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-008 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-009 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-010 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-011 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-012 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-013 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-014 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-015 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-016 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-017 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-MSG-018 | 0 | 0 | 3 | 1 | reach(via-fr+via-adr)
DS-CTRL-RETRY-001 | 0 | 0 | 18 | 6 | reach(via-fr+via-adr)
DS-CTRL-RETRY-002 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-003 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-004 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-005 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-006 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-007 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-008 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-009 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-010 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-011 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-012 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-013 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-014 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-RETRY-015 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-SAGA-001 | 0 | 0 | 19 | 15 | reach(via-fr+via-adr)
DS-CTRL-SAGA-002 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-003 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-004 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-005 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-006 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-007 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-008 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-009 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-010 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-SAGA-011 | 0 | 0 | 2 | 2 | reach(via-fr+via-adr)
DS-CTRL-TO-001 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-002 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-003 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-004 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-005 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-006 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-007 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-008 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-009 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-010 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-011 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-012 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-013 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-014 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-015 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-TO-016 | 0 | 0 | 3 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-001 | 0 | 0 | 16 | 11 | reach(via-fr+via-adr)
DS-CTRL-WF-002 | 0 | 0 | 19 | 23 | reach(via-fr+via-adr)
DS-CTRL-WF-003 | 0 | 0 | 2 | 23 | reach(via-fr+via-adr)
DS-CTRL-WF-004 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-005 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-006 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-007 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-008 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-009 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-010 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-011 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-012 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-CTRL-WF-013 | 0 | 0 | 2 | 3 | reach(via-fr+via-adr)
DS-DEVX-BS-001 | 0 | 0 | 16 | 23 | reach(via-fr+via-adr)
DS-DEVX-BS-002 | 0 | 0 | 15 | 4 | reach(via-fr+via-adr)
DS-DEVX-BS-003 | 0 | 0 | 0 | 23 | reach(via-adr)
DS-DEVX-BS-004 | 0 | 0 | 15 | 4 | reach(via-fr+via-adr)
DS-DEVX-BS-005 | 0 | 0 | 15 | 4 | reach(via-fr+via-adr)
DS-DEVX-BS-006 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-BS-007 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-BS-008 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-BS-009 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-BS-010 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-BS-011 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-001 | 0 | 0 | 16 | 23 | reach(via-fr+via-adr)
DS-DEVX-CICD-002 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-003 | 0 | 0 | 0 | 23 | reach(via-adr)
DS-DEVX-CICD-004 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-005 | 0 | 0 | 0 | 23 | reach(via-adr)
DS-DEVX-CICD-006 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-007 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-008 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-009 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-010 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-CICD-011 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-GP-001 | 0 | 0 | 15 | 23 | reach(via-fr+via-adr)
DS-DEVX-GP-002 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-003 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-004 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-005 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-006 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-007 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-008 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-009 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-010 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-GP-011 | 0 | 0 | 0 | 4 | reach(via-adr)
DS-DEVX-LD-001 | 0 | 0 | 15 | 8 | reach(via-fr+via-adr)
DS-DEVX-LD-003 | 0 | 0 | 0 | 3 | reach(via-adr)
DS-DEVX-LOCAL-001 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-002 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-003 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-004 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-005 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-006 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-007 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-008 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-009 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-010 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-LOCAL-011 | 0 | 0 | 0 | 1 | reach(via-adr)
DS-DEVX-MET-001 | 0 | 0 | 15 | 4 | reach(via-fr+via-adr)
DS-DEVX-MET-002 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-003 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-004 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-005 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-006 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-007 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-008 | 0 | 0 | 0 | 2 | reach(via-adr)
DS-DEVX-MET-009 | 0 | 0 | 0 | 2 | reach(via-adr)
