# ds 軸 ID 網羅 + 3 段確認証跡 (生成: 2026-05-02T18:14:35+09:00)
# 走査: docs/04_概要設計, パターン: DS-[A-Z]+-[A-Z]+-[0-9]+
# 列挙 ID 数: 1416
# 走査範囲: docs / impl(src infra deploy tools examples) / tests(tests + src 内 test ファイル)
# SHIP_STATUS 動作証跡: docs/SHIP_STATUS.md 内で検証済 / 実機 / round-trip 等のキーワード共起
# 判定列は空欄。Claude は分類材料のみ提示、PASS / PARTIAL / FAIL の判定は人間が AUDIT.md で行う

id | docs_refs | impl_refs | test_refs | ship_verified_kw | classification_material
DS-CF-LOG-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-LOG-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-003 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-METRIC-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-001 | 10 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-004 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-007 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-008 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-009 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CF-TRACE-010 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-012 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-013 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-IDEM-014 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-003 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-012 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-013 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-014 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-015 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-016 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-017 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-MSG-018 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-001 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-012 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-013 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-014 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-RETRY-015 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-001 | 10 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-SAGA-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-001 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-012 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-013 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-014 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-015 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-TO-016 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-001 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-002 | 8 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-003 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-012 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-CTRL-WF-013 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-001 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-004 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-005 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-BS-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-001 | 8 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-005 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-CICD-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-001 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-GP-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LD-001 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LD-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-001 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-005 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-006 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-007 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-008 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-009 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-010 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-LOCAL-011 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-MET-001 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-MET-002 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-MET-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
DS-DEVX-MET-004 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
