# nfr 軸 ID 網羅 + 3 段確認証跡 (生成: 2026-05-02T17:09:19+09:00)
# 走査: docs/03_要件定義, パターン: NFR-[A-I]-[A-Z]+-[0-9]+
# 列挙 ID 数: 155
# 走査範囲: docs / impl(src infra deploy tools examples) / tests(tests + src 内 test ファイル)
# SHIP_STATUS 動作証跡: docs/SHIP_STATUS.md 内で検証済 / 実機 / round-trip 等のキーワード共起
# 判定列は空欄。Claude は分類材料のみ提示、PASS / PARTIAL / FAIL の判定は人間が AUDIT.md で行う

id | docs_refs | impl_refs | test_refs | ship_verified_kw | classification_material
NFR-B-PERF-006 | 23 | 5 | 0 | 4 | 3-stage-candidate (docs+impl+evidence)
NFR-B-PERF-007 | 9 | 0 | 0 | 4 | docs-only (impl 不在)
NFR-B-QA-001 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-B-QA-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-B-RES-001 | 11 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-B-RES-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-B-RES-003 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-B-WL-001 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-B-WL-002 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-ENV-001 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-ENV-002 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-IR-001 | 20 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-IR-002 | 16 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MGMT-001 | 43 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MGMT-002 | 22 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MGMT-003 | 14 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MGMT-004 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MNT-001 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MNT-002 | 16 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-MNT-003 | 15 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-NOP-001 | 52 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-NOP-002 | 32 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-NOP-003 | 17 | 1 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
NFR-C-NOP-004 | 28 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-SUP-001 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-SUP-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-C-SUP-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-MTH-001 | 10 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-MTH-002 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-MTH-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-OBJ-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-OBJ-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-OBJ-003 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-PLN-001 | 13 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-PLN-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-PLN-003 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-TIM-001 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-D-TIM-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-AC-001 | 44 | 5 | 1 | 1 | 3-stage-candidate (docs+impl+evidence)
NFR-E-AC-002 | 12 | 3 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
NFR-E-AC-003 | 28 | 58 | 24 | 1 | 3-stage-candidate (docs+impl+evidence)
NFR-E-AC-004 | 21 | 0 | 0 | 1 | docs-only (impl 不在)
NFR-E-AC-005 | 9 | 0 | 0 | 1 | docs-only (impl 不在)
NFR-E-AV-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-AV-002 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-ENC-001 | 35 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-ENC-002 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-ENC-003 | 8 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-IR-003 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-LIC-001 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-MON-001 | 33 | 3 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
NFR-E-MON-002 | 12 | 2 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
NFR-E-MON-003 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-MON-004 | 10 | 2 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
NFR-E-NW-001 | 15 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-NW-002 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-NW-003 | 20 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-NW-004 | 9 | 1 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
NFR-E-PRE-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-RSK-001 | 15 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-RSK-002 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-SAFE-001 | 1 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-SIR-001 | 21 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-SIR-002 | 18 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-SIR-003 | 13 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-WEB-001 | 8 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-E-WEB-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-CHR-001 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-CHR-002 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-CHR-003 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-ECO-001 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-ECO-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-ECO-003 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-FAC-001 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-FAC-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-STD-001 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-STD-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-SYS-001 | 11 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-SYS-002 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-F-SYS-003 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-AC-001 | 19 | 0 | 0 | 1 | docs-only (impl 不在)
NFR-G-AC-002 | 6 | 0 | 0 | 1 | docs-only (impl 不在)
NFR-G-CLS-001 | 13 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-CLS-002 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-DES-001 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-DES-002 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-ENC-001 | 12 | 0 | 0 | 2 | docs-only (impl 不在)
NFR-G-ENC-002 | 5 | 0 | 0 | 2 | docs-only (impl 不在)
NFR-G-ENC-003 | 8 | 0 | 0 | 2 | docs-only (impl 不在)
NFR-G-INT-001 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-INT-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-INT-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-LIF-001 | 9 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-LIF-002 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-PRV-001 | 19 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-PRV-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-PRV-003 | 13 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-G-RES-001 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-AUD-001 | 35 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-AUD-002 | 7 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-COMP-001 | 17 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-COMP-002 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-COMP-003 | 9 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-COMP-004 | 8 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-INT-001 | 45 | 7 | 3 | 2 | 3-stage-candidate (docs+impl+evidence)
NFR-H-INT-002 | 21 | 1 | 0 | 2 | 3-stage-candidate (docs+impl+evidence)
NFR-H-INT-003 | 11 | 0 | 0 | 2 | docs-only (impl 不在)
NFR-H-INT-004 | 9 | 0 | 0 | 2 | docs-only (impl 不在)
NFR-H-KEY-001 | 23 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-H-TRN-001 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-EB-001 | 6 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-EB-002 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-EB-003 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-EB-004 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLA-001 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLI-001 | 19 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-001 | 20 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-002 | 4 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-003 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-004 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-005 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-006 | 9 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-007 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-008 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-009 | 5 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-010 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-011 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-101 | 3 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-102 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-103 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-104 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-105 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-106 | 2 | 0 | 0 | 0 | docs-only (impl 不在)
NFR-I-SLO-107 | 2 | 0 | 0 | 0 | docs-only (impl 不在)

## 分類別集計
-       5 2-stage (docs+impl, no test/ship evidence)
-       8 3-stage-candidate (docs+impl+evidence)
-     142 docs-only (impl 不在)
