# adr 軸 ID 網羅 + 3 段確認証跡 (生成: 2026-05-04T22:22:44+09:00)
# 走査: docs/02_構想設計/adr, パターン: ADR-([0-9]{4}|[A-Z][A-Z0-9]*-[0-9]+)
# 列挙 ID 数: 56
# 走査範囲: docs / impl(src infra deploy tools examples) / tests(tests + src 内 test ファイル)
# SHIP_STATUS 動作証跡: docs/SHIP_STATUS.md 内で検証済 / 実機 / round-trip 等のキーワード共起
# 判定列は空欄。Claude は分類材料のみ提示、PASS / PARTIAL / FAIL の判定は人間が AUDIT.md で行う

id | docs_refs | impl_refs | test_refs | ship_verified_kw | classification_material
ADR-TEST-010 | 21 | 25 | 6 | 0 | 3-stage-candidate (docs+impl+evidence)
ADR-TEST-011 | 25 | 6 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-TIER1-001 | 82 | 35 | 1 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-TIER1-002 | 74 | 23 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-TIER1-003 | 55 | 35 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-TIER3-001 | 7 | 3 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-TIER3-002 | 7 | 2 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-TIER3-003 | 7 | 1 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)

# ADR orphan 検出
# code-orphan (コード参照あり ∩ ADR ファイル無し): 0 件
# docs-orphan (docs 引用あり ∩ ADR ファイル無し): 26 件
# code-orphan 詳細: /home/ryuhei_kiso/github/k1s0/.claude/audit-evidence/2026-05-04/orphans-adr.txt
# docs-orphan 詳細: /home/ryuhei_kiso/github/k1s0/.claude/audit-evidence/2026-05-04/docs-orphans-adr.txt

## 分類別集計
-      11 2-stage (docs+impl, no test/ship evidence)
-      38 3-stage-candidate (docs+impl+evidence)
-       7 docs-only (impl 不在)
