# fr 軸 ID 網羅 + 3 段確認証跡 (生成: 2026-05-05T00:22:19+09:00)
# 走査: docs/03_要件定義, パターン: FR-T1-[A-Z]+-[0-9]+
# 列挙 ID 数: 49
# 走査範囲: docs / impl(src infra deploy tools examples) / tests(tests + src 内 test ファイル)
# SHIP_STATUS 動作証跡: docs/SHIP_STATUS.md 内で検証済 / 実機 / round-trip 等のキーワード共起
# 判定列は空欄。Claude は分類材料のみ提示、PASS / PARTIAL / FAIL の判定は人間が AUDIT.md で行う

id | docs_refs | impl_refs | test_refs | ship_verified_kw | classification_material
FR-T1-STATE-005 | 5 | 7 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-001 | 25 | 9 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-002 | 7 | 4 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-003 | 6 | 1 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-TELEMETRY-004 | 6 | 2 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-WORKFLOW-001 | 30 | 36 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-WORKFLOW-002 | 11 | 13 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
FR-T1-WORKFLOW-003 | 12 | 3 | 2 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-WORKFLOW-004 | 9 | 1 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
FR-T1-WORKFLOW-005 | 8 | 3 | 2 | 0 | 3-stage-candidate (docs+impl+evidence)

## 分類別集計
-      14 2-stage (docs+impl, no test/ship evidence)
-      35 3-stage-candidate (docs+impl+evidence)
